Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
09/28/2022,Maryland,2021,27,2021-07-10,884,773,16,181,26,21,,31,14,,,209,59,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Maryland,2021,28,2021-07-17,940,809,13,188,26,23,18,31,14,11,,185,65,17,12,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,29,2021-07-24,931,815,16,204,34,18,,32,12,16,,204,48,19,12,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,30,2021-07-31,958,846,17,192,40,15,15,22,,14,,217,55,20,18,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,31,2021-08-07,953,853,14,192,31,20,13,31,,11,,210,54,28,22,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,32,2021-08-14,972,856,13,211,30,23,11,38,13,14,,206,57,32,26,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,33,2021-08-21,945,844,16,203,33,17,11,35,,10,,192,52,60,46,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,34,2021-08-28,998,883,,187,25,16,13,38,14,12,,211,63,69,60,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,35,2021-09-04,1113,999,16,222,33,26,,43,12,,,249,66,90,82,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,36,2021-09-11,1067,956,15,186,28,17,,34,,14,,213,82,115,104,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,37,2021-09-18,1131,995,19,204,41,32,10,29,,14,,206,55,112,94,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,38,2021-09-25,1109,1011,22,203,30,23,13,28,13,15,,235,54,128,116,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,39,2021-10-02,1112,1000,29,212,40,28,17,46,12,10,,221,74,93,85,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,40,2021-10-09,1166,1052,22,218,34,29,11,48,10,11,,244,60,121,106,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,41,2021-10-16,1093,963,16,192,40,24,12,26,,,,219,50,122,102,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,42,2021-10-23,1129,1035,22,220,38,22,21,30,11,11,,234,61,116,106,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,43,2021-10-30,1075,948,13,180,34,20,18,23,13,14,,239,58,99,84,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,44,2021-11-06,1079,958,22,198,30,23,13,31,12,14,,217,69,95,78,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,45,2021-11-13,1103,998,22,208,40,20,15,33,16,11,,224,63,78,66,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,46,2021-11-20,1070,953,20,194,34,33,13,28,12,11,11,225,60,66,58,,,,,,,,,,,,,,,
09/28/2022,Maryland,2021,47,2021-11-27,1084,972,26,208,29,21,11,34,16,12,,240,53,73,65,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,48,2021-12-04,1102,998,19,203,32,23,11,29,11,12,,269,65,87,73,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,49,2021-12-11,1185,1072,18,203,36,17,16,44,15,24,,256,63,118,97,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,50,2021-12-18,1217,1088,17,207,30,13,15,40,13,13,,251,73,171,157,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,51,2021-12-25,1294,1161,15,203,38,27,12,35,12,16,11,276,73,197,170,,,,,,,,,,,,,,,
09/28/2022,Maryland,2021,52,2022-01-01,1320,1235,22,198,46,19,17,38,12,21,12,256,72,270,234,,,,,,,,,,,,,,,
09/28/2022,Maryland,2022,1,2022-01-08,1428,1324,20,194,39,28,17,36,,,,282,64,396,341,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,2,2022-01-15,1635,1504,22,217,55,28,14,52,14,13,,302,67,481,409,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,3,2022-01-22,1602,1470,18,223,45,25,20,43,10,13,,288,76,476,388,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,4,2022-01-29,1420,1309,19,214,43,28,15,39,17,20,,297,56,339,273,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,5,2022-02-05,1308,1180,14,179,50,29,13,38,,20,,283,82,268,208,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,6,2022-02-12,1214,1124,22,232,33,21,20,35,12,18,,258,62,167,121,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,7,2022-02-19,1041,934,20,203,30,22,,37,,15,10,205,74,103,68,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
09/28/2022,Maryland,2022,8,2022-02-26,1096,990,18,210,28,25,11,25,10,13,10,220,70,106,77,,,,,,,,,,,,,,,
09/28/2022,Maryland,2022,9,2022-03-05,1058,930,12,182,35,21,20,39,10,11,,234,62,69,48,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,10,2022-03-12,1055,946,,215,37,27,11,30,11,16,13,230,68,62,41,,,Suppressed (counts 1-9),,,,,,,,,,,,
09/28/2022,Maryland,2022,11,2022-03-19,1076,949,15,185,38,22,19,21,,20,,266,65,35,23,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,12,2022-03-26,970,864,30,194,33,17,,32,11,,,207,67,34,21,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,13,2022-04-02,1021,932,13,209,28,24,10,38,11,16,,248,63,22,12,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,14,2022-04-09,976,877,21,201,37,25,13,44,,11,,217,62,24,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
09/28/2022,Maryland,2022,15,2022-04-16,965,874,11,203,19,18,17,38,14,15,,215,56,20,,,,,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
09/28/2022,Maryland,2022,16,2022-04-23,991,887,16,208,31,21,13,42,13,14,,201,73,27,15,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,17,2022-04-30,938,836,21,222,34,10,13,34,,13,11,197,58,31,18,,,,,,,,,Suppressed (counts 1-9),,,,,,
09/28/2022,Maryland,2022,18,2022-05-07,978,888,20,201,32,19,13,43,13,11,,211,53,33,20,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,19,2022-05-14,968,867,21,214,28,21,11,32,,,,217,56,30,16,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,20,2022-05-21,980,902,11,207,33,23,12,45,10,14,,202,78,37,21,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,21,2022-05-28,962,866,18,206,27,21,17,40,10,10,13,207,60,37,19,,,,,,,,,,,,,,,
09/28/2022,Maryland,2022,22,2022-06-04,968,871,22,205,24,20,15,34,,20,,210,64,45,27,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,23,2022-06-11,958,852,,199,36,23,,38,11,,,226,52,45,29,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,24,2022-06-18,994,891,21,210,26,29,,39,11,19,11,212,59,41,25,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Maryland,2022,25,2022-06-25,995,870,20,190,26,12,,24,10,13,,215,72,45,19,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2022,26,2022-07-02,991,901,16,217,30,23,12,35,17,13,10,206,67,43,20,,,,,,,,,,,,,,,
09/28/2022,Maryland,2022,27,2022-07-09,918,832,17,206,31,20,,32,,14,12,203,76,28,16,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
09/28/2022,Maryland,2022,28,2022-07-16,950,852,12,213,30,22,11,31,,13,17,207,65,40,24,,,,,,,,,Suppressed (counts 1-9),,,,,,
09/28/2022,Maryland,2022,29,2022-07-23,943,863,20,208,36,18,13,28,12,14,15,197,59,43,24,,,,,,,,,,,,,,,
09/28/2022,Maryland,2022,30,2022-07-30,972,883,18,214,24,21,,31,10,17,15,227,56,52,34,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Maryland,2022,31,2022-08-06,976,894,23,214,33,19,13,36,14,11,20,200,61,44,24,,,,,,,,,,,,,,,
09/28/2022,Maryland,2022,32,2022-08-13,966,865,30,181,25,19,,31,15,12,29,215,67,54,25,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Maryland,2022,33,2022-08-20,966,884,15,207,19,20,,36,13,13,19,212,59,45,34,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Maryland,2022,34,2022-08-27,950,879,24,222,23,25,13,23,10,,28,177,54,53,36,,,,,,,,,,Suppressed (counts 1-9),,,,,
09/28/2022,Maryland,2022,35,2022-09-03,894,857,19,176,23,19,,27,,10,43,195,61,45,23,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
09/28/2022,Maryland,2022,36,2022-09-10,850,834,16,208,17,17,,30,12,11,69,187,41,48,27,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Maryland,2022,37,2022-09-17,704,704,14,164,20,15,,29,,19,38,149,45,41,27,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
09/28/2022,Massachusetts,2020,1,2020-01-04,1242,1131,23,261,33,30,34,57,18,32,17,224,52,0,0,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,2,2020-01-11,1266,1168,23,277,21,30,36,62,19,35,17,253,45,0,0,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,3,2020-01-18,1189,1108,28,221,37,38,34,55,20,30,11,254,48,0,0,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,4,2020-01-25,1303,1198,24,242,36,30,50,63,28,30,,264,52,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Massachusetts,2020,5,2020-02-01,1204,1110,17,250,29,41,47,64,16,31,15,226,38,0,0,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,6,2020-02-08,1233,1125,26,254,25,32,44,48,19,31,12,251,39,0,0,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,7,2020-02-15,1251,1152,10,295,35,33,42,62,30,23,17,214,50,0,0,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,8,2020-02-22,1166,1083,23,242,25,30,42,67,19,21,16,205,54,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Massachusetts,2020,9,2020-02-29,1278,1190,24,260,21,42,45,71,26,23,28,279,48,0,0,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,10,2020-03-07,1216,1114,20,254,39,37,40,67,21,29,13,221,40,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Massachusetts,2020,11,2020-03-14,1311,1218,14,285,23,42,44,57,27,35,15,256,54,0,0,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,12,2020-03-21,1170,1083,30,230,26,36,40,51,24,29,12,234,37,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Massachusetts,2020,13,2020-03-28,1290,1198,22,253,29,36,40,67,20,35,16,251,50,52,48,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,14,2020-04-04,1549,1473,18,284,34,37,51,75,30,22,14,249,47,230,219,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,15,2020-04-11,2038,1937,30,236,28,34,60,67,27,31,15,296,61,649,619,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,16,2020-04-18,2494,2399,25,237,42,40,53,74,30,28,17,275,53,1115,1065,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,17,2020-04-25,2535,2431,25,235,48,28,38,49,33,24,21,249,51,1239,1193,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,18,2020-05-02,2310,2213,27,237,45,51,32,50,24,21,12,234,46,1123,1068,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,19,2020-05-09,2071,1980,11,197,45,38,26,63,18,30,15,220,47,945,904,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,20,2020-05-16,1886,1778,17,213,36,29,37,47,23,26,15,204,41,789,743,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,21,2020-05-23,1578,1479,11,226,27,37,22,43,16,23,20,221,50,531,488,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,22,2020-05-30,1360,1258,11,247,29,30,19,43,13,21,11,186,45,393,359,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,23,2020-06-06,1236,1133,14,214,32,33,17,52,20,19,11,209,48,245,215,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,24,2020-06-13,1140,1034,11,213,32,31,24,40,,28,10,188,32,182,156,,,,,,,,,Suppressed (counts 1-9),,,,,,
09/28/2022,Massachusetts,2020,25,2020-06-20,1129,1030,15,231,18,33,20,41,13,18,10,195,41,132,110,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,26,2020-06-27,1084,976,13,243,21,29,17,39,13,22,,191,35,97,74,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Massachusetts,2020,27,2020-07-04,1048,951,17,218,31,29,13,49,13,14,10,191,44,69,52,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,28,2020-07-11,1047,946,13,234,22,20,,40,13,16,13,226,30,59,42,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Massachusetts,2020,29,2020-07-18,1060,961,17,222,31,26,11,42,14,30,14,212,31,35,26,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,30,2020-07-25,1089,985,12,252,36,23,10,31,22,21,12,201,38,37,27,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,31,2020-08-01,1022,922,14,236,26,32,,31,14,22,14,174,51,32,23,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Massachusetts,2020,32,2020-08-08,996,890,15,247,23,27,,25,15,20,11,190,48,28,18,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Massachusetts,2020,33,2020-08-15,1049,931,10,245,23,23,13,35,24,18,16,189,34,23,19,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,34,2020-08-22,1037,963,16,231,37,36,,37,12,25,15,193,44,33,23,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Massachusetts,2020,35,2020-08-29,1059,966,16,241,28,19,,40,16,22,11,212,41,26,16,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Massachusetts,2020,36,2020-09-05,1014,921,14,208,34,31,,44,21,17,14,201,42,19,12,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Massachusetts,2020,37,2020-09-12,1012,909,16,225,26,23,13,37,11,19,12,199,25,22,13,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,38,2020-09-19,1094,1006,12,229,30,32,18,49,15,18,12,236,51,27,21,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,39,2020-09-26,1125,1042,13,287,15,31,15,35,18,24,,232,43,24,17,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Massachusetts,2020,40,2020-10-03,1105,1009,13,234,35,30,20,35,16,21,10,240,37,27,20,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,41,2020-10-10,1101,999,19,260,26,31,18,36,15,26,,205,28,28,23,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Massachusetts,2020,42,2020-10-17,1131,1028,12,227,38,40,20,40,16,25,11,242,47,46,39,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,43,2020-10-24,1196,1110,16,271,32,33,,47,13,21,15,245,52,59,52,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Massachusetts,2020,44,2020-10-31,1089,1005,15,243,25,32,20,49,16,19,,223,43,54,45,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Massachusetts,2020,45,2020-11-07,1218,1129,17,259,27,37,17,50,20,19,11,213,40,80,69,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,46,2020-11-14,1234,1135,14,266,32,26,28,47,15,19,11,222,53,91,78,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,47,2020-11-21,1214,1119,18,256,17,42,21,41,19,17,13,236,41,117,102,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,48,2020-11-28,1261,1146,10,232,27,42,19,51,13,26,14,227,42,153,134,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,49,2020-12-05,1331,1237,16,259,26,31,19,50,23,29,17,248,37,215,190,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,50,2020-12-12,1351,1255,16,226,27,29,24,45,21,21,21,234,41,257,230,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,51,2020-12-19,1426,1343,17,233,35,29,19,33,16,21,16,252,47,293,273,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,52,2020-12-26,1552,1446,21,261,29,47,24,47,15,20,14,245,46,361,328,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2020,53,2021-01-02,1526,1417,24,250,23,38,18,47,15,20,13,242,39,385,351,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,1,2021-01-09,1557,1455,22,240,34,41,22,37,14,38,16,254,44,391,360,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,2,2021-01-16,1558,1474,22,254,42,26,14,49,25,30,15,277,35,396,357,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,3,2021-01-23,1529,1431,17,242,35,33,21,44,18,26,12,255,44,394,348,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,4,2021-01-30,1571,1469,17,229,39,37,17,43,19,25,13,258,48,369,346,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,5,2021-02-06,1504,1393,17,275,34,32,18,45,19,28,15,238,48,296,259,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,6,2021-02-13,1363,1253,14,236,35,22,23,49,26,32,13,240,49,206,185,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,7,2021-02-20,1342,1247,18,225,27,35,21,47,23,20,13,225,59,184,158,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,8,2021-02-27,1269,1165,13,239,26,44,19,48,21,32,12,212,43,164,136,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,9,2021-03-06,1220,1115,19,247,29,26,16,57,24,15,13,224,48,115,96,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,10,2021-03-13,1213,1095,17,234,41,37,16,36,16,25,14,252,46,92,75,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,11,2021-03-20,1202,1072,24,237,28,25,18,39,19,23,10,234,49,88,72,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,12,2021-03-27,1169,1065,16,250,27,29,11,47,28,23,15,214,60,79,66,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,13,2021-04-03,1121,1019,16,243,28,27,21,32,20,27,12,221,36,78,64,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,14,2021-04-10,1115,1016,10,215,34,42,,34,17,26,13,227,40,61,52,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Massachusetts,2021,15,2021-04-17,1139,1033,17,213,25,29,13,39,12,21,18,231,57,61,53,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,16,2021-04-24,1102,993,15,256,20,19,17,40,22,28,10,198,40,59,45,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,17,2021-05-01,1114,1021,17,238,26,32,13,52,19,30,,233,33,66,61,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Massachusetts,2021,18,2021-05-08,1137,1013,10,262,36,21,,48,10,21,11,196,46,54,45,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Massachusetts,2021,19,2021-05-15,1105,1013,20,243,31,27,17,42,15,18,16,228,43,51,46,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,20,2021-05-22,1164,1055,21,259,23,30,15,47,16,30,16,199,44,50,47,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,21,2021-05-29,1068,979,18,232,24,27,15,37,18,19,12,221,47,32,26,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,22,2021-06-05,1078,973,10,223,23,32,11,55,12,25,11,224,34,27,26,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,23,2021-06-12,1082,981,17,246,30,29,17,44,10,23,14,221,30,23,19,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,24,2021-06-19,1018,914,10,251,32,33,,35,18,20,12,198,35,18,12,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Massachusetts,2021,25,2021-06-26,1063,949,13,242,21,26,14,40,23,17,,211,42,,,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Massachusetts,2021,26,2021-07-03,1056,971,18,228,26,27,,41,22,30,,218,48,16,12,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Massachusetts,2021,27,2021-07-10,1133,1014,23,260,27,26,12,47,16,22,14,250,42,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Massachusetts,2021,28,2021-07-17,1030,934,13,223,25,27,10,55,25,22,14,208,29,13,11,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,29,2021-07-24,1114,1020,15,245,27,24,10,57,28,20,16,226,48,25,19,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,30,2021-07-31,1118,1007,15,245,31,23,,35,20,21,25,233,39,17,14,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Massachusetts,2021,31,2021-08-07,1139,1024,15,247,27,22,14,50,18,22,18,213,43,18,16,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,32,2021-08-14,1102,996,15,252,25,25,10,46,18,16,22,223,49,39,30,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,33,2021-08-21,1131,1025,19,273,20,22,14,47,11,24,21,222,38,34,32,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,34,2021-08-28,1132,1010,16,252,26,23,13,46,16,29,18,204,34,47,44,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,35,2021-09-04,1153,1037,19,252,22,25,12,43,19,24,15,211,36,67,60,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,36,2021-09-11,1198,1097,29,248,25,30,16,38,27,16,22,245,40,77,70,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,37,2021-09-18,1156,1052,17,238,41,25,20,49,16,18,18,219,33,74,68,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,38,2021-09-25,1161,1043,15,242,31,21,11,34,17,24,19,237,38,88,81,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,39,2021-10-02,1210,1109,11,252,26,21,18,49,24,18,18,226,28,100,89,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,40,2021-10-09,1191,1100,13,247,33,26,14,50,16,17,22,224,51,84,72,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,41,2021-10-16,1241,1135,18,254,20,32,25,39,28,24,,243,47,69,60,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Massachusetts,2021,42,2021-10-23,1233,1127,17,228,28,27,15,62,22,23,11,257,54,78,67,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,43,2021-10-30,1250,1125,10,242,28,25,20,52,28,24,16,272,30,64,61,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,44,2021-11-06,1292,1178,19,243,42,27,17,64,28,23,18,213,40,76,70,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,45,2021-11-13,1285,1187,12,273,38,37,21,46,18,25,14,230,58,73,64,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,46,2021-11-20,1267,1189,23,258,33,39,14,59,20,20,23,236,58,72,66,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,47,2021-11-27,1270,1169,15,263,30,39,17,58,24,20,18,239,51,102,90,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,48,2021-12-04,1340,1215,17,228,34,37,18,52,20,26,17,249,49,139,127,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,49,2021-12-11,1453,1323,21,275,36,31,25,53,23,21,17,273,43,145,135,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,50,2021-12-18,1364,1251,18,253,37,34,22,50,22,39,11,231,43,170,158,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,51,2021-12-25,1409,1314,18,235,32,45,28,50,29,31,14,279,40,187,173,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2021,52,2022-01-01,1515,1405,28,241,30,38,24,58,21,29,20,252,60,263,234,,,,,,,,,,,,,,,
09/28/2022,Massachusetts,2022,1,2022-01-08,1527,1418,23,234,25,42,24,48,37,29,18,281,43,325,282,,,,,,,,,,,,,,,
